,prop,name,url,east,north,uarn,descrip,nav,rv,effdate,category,postcode,lattitude,longitude
2656,JOANNE MCKENZIE,"1/0, 21 DOCK STREET, DUNDEE, DD1 3DP",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=DD1&ASSESSOR_ID=tayside&CLASS=0003&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=797558&PPRN=797558&ASSESSOR_IDX=14#results,340514,730215,797558,OFFICE,"&pound;9,400","&pound;9,400",01/04/2023,Offices,DD1 3DP,56.46030023,-2.96689182
2657,JACK 123 PROPERTIES LTD,"FIRST FLOOR, 22-26 SEAGATE, DUNDEE, DD1 2EQ",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=DD1&ASSESSOR_ID=tayside&CLASS=0003&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=305540&PPRN=305540&ASSESSOR_IDX=14#results,340441,730374,305540,OFFICE,"&pound;9,600","&pound;9,600",01/04/2023,Offices,DD1 2EQ,56.4617192,-2.96811258
2658,PRIORITY CARE GROUP LTD,"23 ROSEANGLE, DUNDEE, DD1 4LS",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=DD1&ASSESSOR_ID=tayside&CLASS=0003&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=085648&PPRN=085648&ASSESSOR_IDX=14#results,339432,729644,85648,OFFICE,"&pound;17,800","&pound;17,800",01/04/2023,Offices,DD1 4LS,56.45503317,-2.98431384
2659,FMC SCOTLAND,"2ND FLR, 23 SOUTH TAY STREET, DUNDEE, DD1 1NR",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=DD1&ASSESSOR_ID=tayside&CLASS=0003&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=086252&PPRN=086252&ASSESSOR_IDX=14#results,339961,729996,86252,OFFICE,"&pound;5,100","&pound;5,100",01/04/2023,Offices,DD1 1NR,56.45826276,-2.97581346
2660,INCLUSION GROUP (DUNDEE),"23-27 ALBERT SQUARE, MEADOWSIDE, DUNDEE, DD1 1DJ",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=DD1&ASSESSOR_ID=tayside&CLASS=0003&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=089197&PPRN=089197&ASSESSOR_IDX=14#results,340327,730475,89197,OFFICE,"&pound;48,800","&pound;48,800",01/04/2023,Offices,DD1 1DJ,56.46261196,-2.96998542
2661,CARMEN BAKER ,"1ST FLOOR, 23 SOUTH TAY STREET, DUNDEE, DD1 1NR",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=DD1&ASSESSOR_ID=tayside&CLASS=0003&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=303442&PPRN=303442&ASSESSOR_IDX=14#results,339961,729995,303442,OFFICE,"&pound;7,300","&pound;7,300",01/04/2023,Offices,DD1 1NR,56.45825377,-2.97581323
2662,DUNDEE CITY COUNCIL,"24 HIGH STREET, DUNDEE, DD1 1SZ",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=DD1&ASSESSOR_ID=tayside&CLASS=0003&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=084203&PPRN=084203&ASSESSOR_IDX=14#results,340317,730202,84203,BANKING HALL,"&pound;46,100","&pound;46,100",01/04/2023,Offices,DD1 1SZ,56.46015848,-2.97008506
2663,LXC LTD,"(1/F), 24 SOUTH TAY STREET, DUNDEE, DD1 1PD",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=DD1&ASSESSOR_ID=tayside&CLASS=0003&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=086281&PPRN=086281&ASSESSOR_IDX=14#results,339922,730000,86281,OFFICE,&pound;0,&pound;0,01/04/2024,Offices,DD1 1PD,56.45829371,-2.9764471
2664,LXC LTD,"2ND FLOOR WEST, 24 SOUTH TAY STREET, DUNDEE, DD1 1PD",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=DD1&ASSESSOR_ID=tayside&CLASS=0003&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=308005&PPRN=308005&ASSESSOR_IDX=14#results,339922,730000,308005,OFFICE,&pound;0,&pound;0,01/04/2024,Offices,DD1 1PD,56.45829371,-2.9764471
2665,LXC LTD,"2ND FLOOR EAST, 24 SOUTH TAY STREET, DUNDEE, DD1 1PD",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=DD1&ASSESSOR_ID=tayside&CLASS=0003&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=310015&PPRN=310015&ASSESSOR_IDX=14#results,339922,730000,310015,OFFICE,&pound;0,&pound;0,01/04/2024,Offices,DD1 1PD,56.45829371,-2.9764471
2666,DUNDEE CITY COUNCIL,"WARDEN/SHELTD HOUSING COMPLEX, 24A KING STREET, DUNDEE, DD1 2JB",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=DD1&ASSESSOR_ID=tayside&CLASS=0003&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=717049&PPRN=717049&ASSESSOR_IDX=14#results,340608,730780,717049,OFFICE,"&pound;1,700","&pound;1,700",01/04/2023,Offices,DD1 2JB,56.46538725,-2.96549562
2667,LXC LTD,"BASEMENT, 24 SOUTH TAY STREET, DUNDEE, DD1 1PD",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=DD1&ASSESSOR_ID=tayside&CLASS=0003&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=790222&PPRN=790222&ASSESSOR_IDX=14#results,339922,730000,790222,OFFICE,&pound;0,&pound;0,01/04/2024,Offices,DD1 1PD,56.45829371,-2.9764471
2668,HSBC BANK PLC,"25-29 MURRAYGATE, DUNDEE, DD1 2EE",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=DD1&ASSESSOR_ID=tayside&CLASS=0003&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=044455&PPRN=044455&ASSESSOR_IDX=14#results,340423,730439,44455,BANKING HALL,"&pound;84,100","&pound;84,100",01/04/2023,Offices,DD1 2EE,56.46230078,-2.96841951
2669,IRON OCEAN LTD,"BUILDING 1 DISTRICT 10 UNIT 1, 25 GREENMARKET, DUNDEE, DD1 4QB",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=DD1&ASSESSOR_ID=tayside&CLASS=0003&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=310283&PPRN=310283&ASSESSOR_IDX=14#results,339728,729654,310283,OFFICE,"&pound;5,100","&pound;5,100",01/04/2023,Offices,DD1 4QB,56.45516098,-2.97951439
2670,SCOTTISH ENTERPRISE,"BUILDING 1 DISTRICT 10 UNIT 2, 25 GREENMARKET, DUNDEE, DD1 4QB",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=DD1&ASSESSOR_ID=tayside&CLASS=0003&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=310286&PPRN=310286&ASSESSOR_IDX=14#results,339728,729654,310286,OFFICE,"&pound;4,600","&pound;4,600",01/04/2023,Offices,DD1 4QB,56.45516098,-2.97951439
2671,LORRAINE LAW LTD,"BUILDING 1 DISTRICT 10 UNIT 3, 25 GREENMARKET, DUNDEE, DD1 4QB",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=DD1&ASSESSOR_ID=tayside&CLASS=0003&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=310287&PPRN=310287&ASSESSOR_IDX=14#results,339728,729654,310287,OFFICE,"&pound;5,100","&pound;5,100",01/04/2023,Offices,DD1 4QB,56.45516098,-2.97951439
2672,ANDREW TAPLIN &  MS JANET L CLARKE,"BUILDING 1 DISTRICT 10 UNIT 4, 25 GREENMARKET, DUNDEE, DD1 4QB",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=DD1&ASSESSOR_ID=tayside&CLASS=0003&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=310288&PPRN=310288&ASSESSOR_IDX=14#results,339728,729654,310288,OFFICE,"&pound;5,100","&pound;5,100",01/04/2023,Offices,DD1 4QB,56.45516098,-2.97951439
2673,VGC SERVICES LTD,"BUILDING 1 DISTRICT 10 UNIT 5, 25 GREENMARKET, DUNDEE, DD1 4QB",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=DD1&ASSESSOR_ID=tayside&CLASS=0003&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=310290&PPRN=310290&ASSESSOR_IDX=14#results,339728,729654,310290,OFFICE,"&pound;5,100","&pound;5,100",01/04/2023,Offices,DD1 4QB,56.45516098,-2.97951439
2674,SCOTTISH ENTERPRISE,"BUILDING 1 DISTRICT 10 UNIT 6, 25 GREENMARKET, DUNDEE, DD1 4QB",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=DD1&ASSESSOR_ID=tayside&CLASS=0003&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=310291&PPRN=310291&ASSESSOR_IDX=14#results,339728,729654,310291,OFFICE,"&pound;5,100","&pound;5,100",01/04/2023,Offices,DD1 4QB,56.45516098,-2.97951439
2675,SCOTTISH ENTERPRISE,"BUILDING 1 DISTRICT 10 UNIT 8, 25 GREENMARKET, DUNDEE, DD1 4QB",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=DD1&ASSESSOR_ID=tayside&CLASS=0003&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=310292&PPRN=310292&ASSESSOR_IDX=14#results,339728,729654,310292,OFFICE,"&pound;5,100","&pound;5,100",01/04/2023,Offices,DD1 4QB,56.45516098,-2.97951439
2676,FILE-AWAY LTD,"BUILDING 1 DISTRICT 10 UNIT 9, 25 GREENMARKET, DUNDEE, DD1 4QB",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=DD1&ASSESSOR_ID=tayside&CLASS=0003&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=310293&PPRN=310293&ASSESSOR_IDX=14#results,339728,729654,310293,OFFICE,"&pound;5,100","&pound;5,100",01/04/2023,Offices,DD1 4QB,56.45516098,-2.97951439
2677,SCOTTISH ENTERPRISE,"BUILDING 1 DISTRICT 10 UNIT 10, 25 GREENMARKET, DUNDEE, DD1 4QB",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=DD1&ASSESSOR_ID=tayside&CLASS=0003&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=310295&PPRN=310295&ASSESSOR_IDX=14#results,339728,729654,310295,OFFICE,"&pound;3,150","&pound;3,150",01/04/2023,Offices,DD1 4QB,56.45516098,-2.97951439
2678,SCOTTISH ENTERPRISE,"BUILDING 1 DISTRICT 10 UNIT 11, 25 GREENMARKET, DUNDEE, DD1 4QB",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=DD1&ASSESSOR_ID=tayside&CLASS=0003&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=310296&PPRN=310296&ASSESSOR_IDX=14#results,339728,729654,310296,OFFICE,"&pound;5,100","&pound;5,100",01/04/2023,Offices,DD1 4QB,56.45516098,-2.97951439
2679,DOUGLAS LAND SURVEYS LTD,"BUILDING 1 DISTRICT 10 UNIT 12, 25 GREENMARKET, DUNDEE, DD1 4QB",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=DD1&ASSESSOR_ID=tayside&CLASS=0003&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=310297&PPRN=310297&ASSESSOR_IDX=14#results,339728,729654,310297,OFFICE,"&pound;5,100","&pound;5,100",01/04/2023,Offices,DD1 4QB,56.45516098,-2.97951439
2680,SCOTTISH ENTERPRISE,"BUILDING 1 DISTRICT 10 UNIT 13, 25 GREENMARKET, DUNDEE, DD1 4QB",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=DD1&ASSESSOR_ID=tayside&CLASS=0003&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=310298&PPRN=310298&ASSESSOR_IDX=14#results,339728,729654,310298,OFFICE,"&pound;5,100","&pound;5,100",01/04/2023,Offices,DD1 4QB,56.45516098,-2.97951439
2681,SCOTTISH ENTERPRISE,"BUILDING 1 DISTRICT 10 UNIT 14, 25 GREENMARKET, DUNDEE, DD1 4QB",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=DD1&ASSESSOR_ID=tayside&CLASS=0003&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=310299&PPRN=310299&ASSESSOR_IDX=14#results,339728,729654,310299,OFFICE,"&pound;5,100","&pound;5,100",01/04/2023,Offices,DD1 4QB,56.45516098,-2.97951439
2682,PRIMORDIAL GAMES STUDIOS LTD (IN LIQUIDATION),"BUILDING 1 DISTRICT 10 UNIT 15, 25 GREENMARKET, DUNDEE, DD1 4QB",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=DD1&ASSESSOR_ID=tayside&CLASS=0003&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=310301&PPRN=310301&ASSESSOR_IDX=14#results,339728,729654,310301,OFFICE,"&pound;5,100","&pound;5,100",01/04/2023,Offices,DD1 4QB,56.45516098,-2.97951439
2683,MCLAREN (DUNDEE) LTD,"25 ROSEANGLE, DUNDEE, DD1 4LS",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=DD1&ASSESSOR_ID=tayside&CLASS=0003&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=311020&PPRN=311020&ASSESSOR_IDX=14#results,339392,729700,311020,OFFICE,"&pound;2,200","&pound;2,200",01/04/2023,Offices,DD1 4LS,56.45553104,-2.98497574
2684,CHRISTIE GILLESPIE CONSULTING ENGINEERS LTD,"BUILDING 1 DISTRICT 10 UNIT 7, 25 GREENMARKET, DUNDEE, DD1 4QB",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=DD1&ASSESSOR_ID=tayside&CLASS=0003&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=312099&PPRN=312099&ASSESSOR_IDX=14#results,339728,729654,312099,OFFICE,"&pound;5,100","&pound;5,100",01/04/2023,Offices,DD1 4QB,56.45516098,-2.97951439
2685,ASTON MCGILL,"25 TAY STREET LANE, DUNDEE, DD1 4EF",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=DD1&ASSESSOR_ID=tayside&CLASS=0003&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=314549&PPRN=314549&ASSESSOR_IDX=14#results,339978,730011,314549,OFFICE,"&pound;7,300","&pound;7,300",02/09/2024,Offices,DD1 4EF,56.45839966,-2.97554112
2686,DUNDEE INDUSTRIAL HERITAGE LTD,"VERDANT WORKS 2ND FLOOR, 25-29 WEST HENDERSONS WYND, DUNDEE, DD1 5BT",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=DD1&ASSESSOR_ID=tayside&CLASS=0003&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=322114&PPRN=322114&ASSESSOR_IDX=14#results,339520,730384,322114,OFFICE,"&pound;11,300","&pound;11,300",01/04/2023,Offices,DD1 5BT,56.46169141,-2.98305822
2687,SOUTH GEORGIA HERITAGE TRUST,"VERDANT WORKS FIRST FLOOR, 25-29 WEST HENDERSONS WYND, DUNDEE, DD1 5BT",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=DD1&ASSESSOR_ID=tayside&CLASS=0003&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=770092&PPRN=770092&ASSESSOR_IDX=14#results,339520,730384,770092,OFFICE,"&pound;6,500","&pound;6,500",01/04/2023,Offices,DD1 5BT,56.46169141,-2.98305822
2688,A1 SIGNS LTD,"25 GELLATLY STREET, DUNDEE, DD1 3DY",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=DD1&ASSESSOR_ID=tayside&CLASS=0003&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=782241&PPRN=782241&ASSESSOR_IDX=14#results,340543,730390,782241,OFFICE,"&pound;8,400","&pound;8,400",01/04/2023,Offices,DD1 3DY,56.46187585,-2.96646127
2689,HIDDEN HEARING LTD,"1ST FL, 26 CASTLE STREET, DUNDEE, DD1 3AF",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=DD1&ASSESSOR_ID=tayside&CLASS=0003&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=043375&PPRN=043375&ASSESSOR_IDX=14#results,340434,730254,43375,OFFICE,"&pound;7,000","&pound;7,000",01/04/2023,Offices,DD1 3AF,56.46064041,-2.9681987
2690,MARITIME HOUSE DEVELOPMENTS LTD,"26 EAST DOCK STREET, DUNDEE, DD1 3EY",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=DD1&ASSESSOR_ID=tayside&CLASS=0003&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=043741&PPRN=043741&ASSESSOR_IDX=14#results,340725,730429,43741,OFFICE,&pound;0,&pound;0,01/04/2023,Offices,DD1 3EY,56.46224917,-2.96351715
2691,EARL GREY TATTOO LTD,"MARITIME HOUSE OFFICE A, 26 EAST DOCK STREET, DUNDEE, DD1 3EA",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=DD1&ASSESSOR_ID=tayside&CLASS=0003&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=321440&PPRN=321440&ASSESSOR_IDX=14#results,340733,730426,321440,OFFICE,"&pound;9,400","&pound;9,400",01/04/2023,Offices,DD1 3EA,56.46222323,-2.96338666
2692,CARR GOMM,"MARITIME HOUSE OFFICE B, 26 EAST DOCK STREET, DUNDEE, DD1 3EA",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=DD1&ASSESSOR_ID=tayside&CLASS=0003&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=321441&PPRN=321441&ASSESSOR_IDX=14#results,340733,730426,321441,OFFICE,"&pound;11,400","&pound;11,400",01/04/2023,Offices,DD1 3EA,56.46222323,-2.96338666
